Customer Name,Buyer Segmentation,Year,Month,XWR,Total Qty
POLY PRODUCTS,Loyal Customers,2018,October,77250.00,20
RADHA RANI FOOT WEAR,Potential Loyalists,2018,October,78500.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,19.965
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77800.00,5
BANSAL AGENCIES,Loyal Customers,2018,October,77250.00,17
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76080.00,9.24
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76300.00,10
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2018,October,77150.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARVEL VINYLS LIMITED,Loyal Customers,2018,October,77450.00,15
LANCER FOOTWEAR INDIA PVT LTD,Potential Loyalists,2018,October,77250.00,20
ROOP RUBBER MILLS LIMITED,Loyal Customers,2018,October,78900.00,16
RUNGTA IRRIGATION LTD.,Potential Loyalists,2018,October,77850.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,13.013
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1
BANSAL AGENCIES,Loyal Customers,2018,October,77250.00,18
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76080.00,13.74
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
MARUTI OVERSEAS,Loyal Customers,2018,October,76700.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,2.032
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77800.00,11
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2018,October,77900.00,7
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76080.00,9.14
MARVEL VINYLS LIMITED,Loyal Customers,2018,October,77450.00,20
NIRMAL ENTERPRISES,Customers Needing Attention,2018,October,77380.00,20
NIRMAL ENTERPRISES,Customers Needing Attention,2018,October,77380.00,22
RAM PRASAD TRADERS,At Risk Customer,2018,October,78950.00,1.5
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2018,October,77900.00,20
SHIV GANGA PLASTIC INDUSTRIES,Potential Loyalists,2018,October,77430.00,15
SHIV POLY PLAST,Loyal Customers,2018,October,78850.00,2.5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,17.792
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1.5
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77800.00,6
3 R POLYMERS PVT LTD,Loyal Customers,2018,October,77450.00,9.75
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,October,77350.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,October,77350.00,12
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76080.00,9.26
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,October,77875.00,17
RUNGTA IRRIGATION LTD.,Potential Loyalists,2018,October,77850.00,15
SAARP ELECTRICALS (P) LTD,Promising Customer,2018,October,77550.00,21
SHIV POLY PLAST,Loyal Customers,2018,October,78850.00,2.5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,18.527
SRM PLASTOCHEM PVT LTD,Loyal Customers,2018,October,79400.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1.5
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1.5
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,October,76080.00,9.22
GOLDEN ENTERPRISES,Loyal Customers,2018,October,77050.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,October,77050.00,22.25
GOLDEN ENTERPRISES,Loyal Customers,2018,October,77050.00,20
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2018,October,77150.00,20
JAIN PLASTIC INDUSTRIES,Loyal Customers,2018,October,77450.00,10
JAIN POLYTECH PVT. LTD.,Loyal Customers,2018,October,77450.00,10
KEI INDUSTRIES LIMITED,Loyal Customers,2018,October,79000.00,15
KEI INDUSTRIES LIMITED,Loyal Customers,2018,October,79000.00,17
KEI INDUSTRIES LIMITED,Loyal Customers,2018,October,79000.00,18
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,October,76000.00,16
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76100.00,16.79
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,October,76300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77800.00,7
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,October,77698.00,1
ALP OVERSEAS (P) LTD.,Loyal Customers,2018,November,78850.00,5
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.3
MARVEL VINYLS LIMITED,Loyal Customers,2018,November,77400.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.017
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,3
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.2
RAM PRASAD TRADERS,At Risk Customer,2018,November,77750.00,0.5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.382
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,12
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,3
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2018,November,79500.00,1
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2018,November,78850.00,3.6
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.32
H S I  AUTOMOTIVES  PVT. LTD.,Customers Needing Attention,2018,November,91560.00,12
H S I  AUTOMOTIVES  PVT. LTD.,Customers Needing Attention,2018,November,95560.00,9
RAM PRASAD TRADERS,At Risk Customer,2018,November,77750.00,2.1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,10.533
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.49
RAM PRASAD TRADERS,At Risk Customer,2018,November,77750.00,0.4
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,11
BHALLA INTERNATIONAL,Potential Loyalists,2018,November,77850.00,10
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.36
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.87
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,10
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,1
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2018,November,77650.00,7
CORDS CABLE INDUSTRIES LTD,Promising Customer,2018,November,77500.00,15
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.15
S PAL ENTERPRISES PVT LTD,Loyal Customers,2018,November,77300.00,15
S. N. PLAST INDUSTRIES,Loyal Customers,2018,November,79500.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,18.79
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,12.715
S PAL ENTERPRISES PVT LTD,Loyal Customers,2018,November,77300.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.02
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.076
SRIRAM CABLES (P) LTD.,Loyal Customers,2018,November,77300.00,15
BANSAL AGENCIES,Loyal Customers,2018,November,76750.00,23
BANSAL AGENCIES,Loyal Customers,2018,November,76750.00,18
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,November,76950.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,November,76950.00,12
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76650.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76650.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76650.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76650.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76650.00,20
NEELGIRI ELECTRICALS,Loyal Customers,2018,November,77150.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,19.891
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.04
GATES INDIA PRIVATE LIMITED,Loyal Customers,2018,November,78780.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,12.077
BANSAL AGENCIES,Loyal Customers,2018,November,76750.00,21
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,20.085
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2018,November,77300.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,9.32
SRI SUDARSHANA POLYMERS,Loyal Customers,2018,November,78950.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,12
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,8
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,2
ACME PLASTICS,Loyal Customers,2018,November,77750.00,5
BANSAL AGENCIES,Loyal Customers,2018,November,76750.00,24
RAJKAMAL INDUSTRIES,Loyal Customers,2018,November,78250.00,1
SHIVAM POLYMERS,At Risk Customer,2018,November,77750.00,5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,30.765
SRM PLASTOCHEM PVT LTD,Loyal Customers,2018,November,78250.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77400.00,12
UMESH UDYOG,Loyal Customers,2018,November,78250.00,1
VR POLYCHEM,Loyal Customers,2018,November,77750.00,5
ALP OVERSEAS (P) LTD.,Loyal Customers,2018,November,78850.00,5
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,November,76950.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,November,76950.00,12
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,7.925
Indu Udyog,About To Sleep,2018,November,77700.00,5
P.N.A. INDUSTRIES,Customers Needing Attention,2018,November,77400.00,15
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,76600.00,12
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,76600.00,15
RAM PRASAD TRADERS,At Risk Customer,2018,November,77750.00,1
SANCHETI VINYL,Loyal Customers,2018,November,76600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,19.911
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,1
SUNRISE ENTERPRISES,Loyal Customers,2018,November,77280.00,2.5
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.38
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,76600.00,20
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,76600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.456
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3
BANSAL AGENCIES,Loyal Customers,2018,November,76500.00,19
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,November,76950.00,5
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,November,76950.00,10
EL-CHEM POLYMERS,Customers Needing Attention,2018,November,78000.00,1
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.36
MITRA INDUSTRIES LTD.,Loyal Customers,2018,November,79250.00,15
POLYMER PROCESSORS,About To Sleep,2018,November,79600.00,6
RAM PRASAD TRADERS,At Risk Customer,2018,November,77750.00,16
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2018,November,77300.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.3
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,3.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,2
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,6
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3.5
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2018,November,77650.00,3.5
BANSAL AGENCIES,Loyal Customers,2018,November,76500.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,20
ORION CABLES PVT LTD,At Risk Customer,2018,November,78880.00,2
RADHA RANI FOOT WEAR,Potential Loyalists,2018,November,77750.00,3.5
SARAS POLY PRODUCTS,Loyal Customers,2018,November,77250.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,18.185
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,17
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,1
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,1
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.26
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,15
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2018,November,77150.00,10
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,76600.00,13
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,76600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,11.04
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,16.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,8
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,17
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,10
BANSAL AGENCIES,Loyal Customers,2018,November,76500.00,22
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,15
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76500.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76500.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76500.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76500.00,20
GOLDEN ENTERPRISES,Loyal Customers,2018,November,76500.00,20
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,76600.00,19.975
SARUNDA PLASTICS,Customers Needing Attention,2018,November,79750.00,4
SARUNDA PLASTICS,Customers Needing Attention,2018,November,77750.00,10
SHRI BALASUNDRI POLYMERS,Promising Customer,2018,November,58900.00,12.75
SHRI BALASUNDRI POLYMERS,Promising Customer,2018,November,77650.00,2.25
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,12.31
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,1
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2018,November,77600.00,3
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,20
GATES INDIA PRIVATE LIMITED,Loyal Customers,2018,November,78780.00,10
JAIN PLASTIC INDUSTRIES,Loyal Customers,2018,November,77400.00,10
JAIN POLYTECH PVT. LTD.,Loyal Customers,2018,November,77400.00,10
MITRA INDUSTRIES LTD.,Loyal Customers,2018,November,79250.00,15
NEELGIRI ELECTRICALS,Loyal Customers,2018,November,76900.00,21
POLY PRODUCTS,Loyal Customers,2018,November,76350.00,20
RAM PRASAD TRADERS,At Risk Customer,2018,November,77250.00,19
RAM PRASAD TRADERS,At Risk Customer,2018,November,77250.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.127
UPHAAR PLASTIC PVT LTD,About To Sleep,2018,November,77150.00,12
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,10
NANDINI POLYMERS,Loyal Customers,2018,November,77880.00,1
POLY PRODUCTS,Loyal Customers,2018,November,76350.00,20
SANCHETI VINYL,Loyal Customers,2018,November,76600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,20.216
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76900.00,12.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3.5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,1
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76830.00,3
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2018,November,77750.00,2
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,9.32
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76300.00,10
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,75600.00,15
POLY PRODUCTS,Loyal Customers,2018,November,76350.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,10.193
SRI SUDARSHANA POLYMERS,Loyal Customers,2018,November,77700.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,16
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76080.00,3
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2018,November,77150.00,7
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,November,76100.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,November,76100.00,12
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,14.54
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2018,November,75700.00,20
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2018,November,75700.00,20
POLY PRODUCTS,Loyal Customers,2018,November,76000.00,20
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,75600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,13.042
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,17
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,17
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,17
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,14.29
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,15
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,75600.00,16
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,75600.00,20
POLY PRODUCTS,Loyal Customers,2018,November,76000.00,20
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,75600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,8.552
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,17
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,8
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,12
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76080.00,2
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76080.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76080.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76080.00,4
BANSAL AGENCIES,Loyal Customers,2018,November,75500.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,13.6
KEI INDUSTRIES LIMITED,Loyal Customers,2018,November,76000.00,22
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,16
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,16
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,11.292
ALP OVERSEAS (P) LTD.,Loyal Customers,2018,November,77850.00,5
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2018,November,77600.00,1.15
BUNNY POLY PLAST (INDIA),Potential Loyalists,2018,November,77750.00,2
FENESTA BUILDING PRODUCTS,Loyal Customers,2018,November,76080.00,13.76
J.P. CHEMICALS,Loyal Customers,2018,November,75700.00,20
KEI INDUSTRIES LIMITED,Loyal Customers,2018,November,76000.00,19
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,20
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,23
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,7.385
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,19
SUNRISE ENTERPRISES,Loyal Customers,2018,November,76150.00,13
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2018,November,77600.00,2.375
BANSAL AGENCIES,Loyal Customers,2018,November,75500.00,20
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,November,76100.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,November,76100.00,12
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2018,November,75700.00,20
KEI INDUSTRIES LIMITED,Loyal Customers,2018,November,76000.00,14
MARUTI OVERSEAS,Loyal Customers,2018,November,75030.00,19
ROOP RUBBER MILLS LIMITED,Loyal Customers,2018,November,78950.00,4
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,25.7
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2018,November,75750.00,7.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2018,November,75750.00,7.5
PPAP AUTOMOTIVE LIMITED,Potential Loyalists,2018,November,78950.00,3
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,75600.00,20
SANCHETI POLYMERS LLP,Loyal Customers,2018,November,75600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
ANAND MEHAN POLYMERS PVT. LTD.,Potential Loyalists,2018,November,75950.00,3
BALAJI IRRIGATION PVT LTD,Loyal Customers,2018,November,75930.00,10
BANSAL AGENCIES,Loyal Customers,2018,November,75500.00,22
M. M INDUSTRIES,Loyal Customers,2018,November,76500.00,1
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,75100.00,18
S PAL ENTERPRISES PVT LTD,Loyal Customers,2018,November,75300.00,1
SHIV GANGA PLASTIC INDUSTRIES,Potential Loyalists,2018,November,75830.00,3
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,11.045
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2018,November,75400.00,20
SUNRISE ENTERPRISES,Loyal Customers,2018,November,75400.00,12
NANDINI POLYMERS,Loyal Customers,2018,November,76630.00,2
RAJ INDUSTRIES,Lost Customers,2018,November,75650.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2018,November,75330.00,1
YBS CABLES PRIVATE LIMITED,Potential Loyalists,2018,November,75880.00,5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,November,75100.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,November,76100.00,11.41
TIRUPATI OVERSEAS,Promising Customer,2018,November,75400.00,25
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2018,December,74350.00,1.55
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,December,74100.00,20.053
BANSAL AGENCIES,Loyal Customers,2018,December,74000.00,22
DELVIN PLASTICS PVT LTD,Loyal Customers,2018,December,74100.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2018,December,74100.00,12
NEELGIRI ELECTRICALS,Loyal Customers,2018,December,74150.00,22
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2018,December,74000.00,1
S PAL ENTERPRISES PVT LTD,Loyal Customers,2018,December,74100.00,13
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,December,74100.00,20.03
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2018,December,75000.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,December,74100.00,20.119
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,December,74300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74225.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74225.00,1
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74225.00,1.5
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74300.00,3
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2018,December,74262.00,15
3 R POLYMERS PVT LTD,Loyal Customers,2018,December,74200.00,6.775
AIRCON INDUSTRIES,Potential Loyalists,2018,December,74400.00,12.225
ALP OVERSEAS (P) LTD.,Loyal Customers,2018,December,74350.00,5
BANSAL AGENCIES,Loyal Customers,2018,December,74000.00,22
GOLDEN ENTERPRISES,Loyal Customers,2018,December,74000.00,20
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2018,December,74150.00,10
MARUTI OVERSEAS,Loyal Customers,2018,December,73550.00,20
MARUTI OVERSEAS,Loyal Customers,2018,December,73550.00,20
MARUTI OVERSEAS,Loyal Customers,2018,December,73550.00,22
MITTAL PLASTIC INDUSTRIES,Potential Loyalists,2018,December,74262.00,5
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2018,December,74100.00,16
ROOP POLYMERS LIMITED,Loyal Customers,2018,December,74350.00,5
RS PROFILES PRIVATE LIMITED,Loyal Customers,2018,December,74500.00,3
SHREE CHEMICALS,Loyal Customers,2018,December,74400.00,12
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2018,December,74100.00,20
SRI SUDARSHANA POLYMERS,Loyal Customers,2018,December,74350.00,2
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74225.00,3
SUNRISE ENTERPRISES,Loyal Customers,2018,December,74300.00,20
VR POLYCHEM,Loyal Customers,2018,December,76400.00,1
VR POLYCHEM,Loyal Customers,2018,December,74400.00,10
