Customer Name,Buyer Segmentation,Year,Month,XWR,Total Qty
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,15
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,71300.00,15
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,71300.00,14
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,13
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,7
BANSAL AGENCIES,Customers Needing Attention,2017,June,68400.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,68400.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,68400.00,22
DELTON CABLES LIMITED,Lost Customers,2017,June,71459.00,5
EVEREST CABLES & CONNECTORS PV,Customers Needing Attention,2017,June,70459.00,5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.32
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,71800.00,15
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69300.00,15
NIKSHI ENTERPRISES PVT. LTD.,About To Sleep,2017,June,70759.00,5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,19
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,70500.00,1
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,2.5
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,2
SHRI POLYTUBES,Loyal Customers,2017,June,68950.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71650.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,10
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,69800.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,68400.00,20
BANSAL AGENCIES,Customers Needing Attention,2017,June,68400.00,20
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.96
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69300.00,17
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2017,June,68900.00,15
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,10
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2017,June,69500.00,10
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,5
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,15
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,15
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,20
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,6.98
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,12
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,16
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,June,69900.00,0.775
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,June,69900.00,1.05
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,June,69900.00,3.475
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,15
RADHA RANI FOOT WEAR,Potential Loyalists,2017,June,69500.00,2
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,June,71359.00,4
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,2.5
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,0.4
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,0.25
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,1
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,0.5
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,0.35
ACME PLASTICS,Loyal Customers,2017,June,70809.00,2.35
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,10
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,2
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,71000.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.9
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,15
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
J.P. CHEMICALS,Loyal Customers,2017,June,69550.00,5.044
LOROM INDIA CORPORATION P. LTD,Promising Customer,2017,June,70300.00,9
MANGLAM POLYVINYLS,Loyal Customers,2017,June,69950.00,8
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69175.00,17
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,June,70459.00,4
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,70500.00,2
RS PROFILES PRIVATE LIMITED,Loyal Customers,2017,June,69959.00,4
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,June,68350.00,15
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,2
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,5
UMESH UDYOG,Loyal Customers,2017,June,70500.00,1
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,69600.00,10
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,69600.00,10
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,7
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,8
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.75
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.15
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,0.6
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,13
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,2.65
EL-CHEM POLYMERS,Customers Needing Attention,2017,June,72000.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,71000.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.3
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,June,71459.00,1.5
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
KAMAL POLYMERS,Customers Needing Attention,2017,June,69200.00,1.981
MANGLAM POLYMERS,Loyal Customers,2017,June,69900.00,13
MANGLAM POLYVINYLS,Loyal Customers,2017,June,69950.00,2
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69175.00,25
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,17
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,June,68350.00,15
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,June,68350.00,10
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,June,68350.00,6
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69450.00,3.5
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69450.00,1
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69450.00,6.5
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,6
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,June,69600.00,12
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71650.00,3
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,25
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,June,69500.00,12
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,June,69500.00,12
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,17
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,1
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,7
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,9
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,5
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,2
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,6.525
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,9
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,5
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,11
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,6
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,1.65
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,4.35
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,8
BIHANI MANUFACTURING CO PVT LTD,About To Sleep,2017,June,70400.00,19
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.82
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,16
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,15
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69175.00,11
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,June,73459.00,0.5
RAJENDRA CHEMICALS,Potential Loyalists,2017,June,68900.00,2.5
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,70500.00,1
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69550.00,19
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,June,71359.00,4
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,June,68350.00,4
S PAL ENTERPRISES PVT LTD,Loyal Customers,2017,June,69500.00,16
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,0.9
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,20
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,June,69500.00,11
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,18.675
A.B. Plasto Pvt Ltd,Loyal Customers,2017,June,68150.00,10
A.B. Plasto Pvt Ltd,Loyal Customers,2017,June,68150.00,9
A.B. Plasto Pvt Ltd,Loyal Customers,2017,June,68150.00,0.5
A.B. Plasto Pvt Ltd,Loyal Customers,2017,June,68150.00,9
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,3
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,5
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,16
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,0.15
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,0.2
AJAY POLYMERS,Loyal Customers,2017,June,68350.00,4
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,15
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,6
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,9
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,6
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,9
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,71000.00,10
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,17
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,10
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69450.00,10
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69450.00,6.9
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69450.00,0.1
RAINBOW INDUSTRIES (INDIA),Customers Needing Attention,2017,June,68000.00,10
RAINBOW INDUSTRIES (INDIA),Customers Needing Attention,2017,June,68000.00,7
RAINBOW INDUSTRIES (INDIA),Customers Needing Attention,2017,June,68000.00,10
RAINBOW INDUSTRIES (INDIA),Customers Needing Attention,2017,June,68000.00,5
RAINBOW INDUSTRIES (INDIA),Customers Needing Attention,2017,June,68000.00,1.35
RAJENDRA CHEMICALS,Potential Loyalists,2017,June,68900.00,2.5
RAJENDRA CHEMICALS,Potential Loyalists,2017,June,68900.00,2.5
RAJENDRA CHEMICALS,Potential Loyalists,2017,June,68900.00,2.5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,13
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69100.00,8
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,70800.00,15
KESHAV INDUSTRIES,Loyal Customers,2017,July,70500.00,4
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,July,70250.00,16
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,July,70203.00,7.5
SUNRISE ENTERPRISES,Loyal Customers,2017,July,70300.00,3
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,9
VINYL PRODUCTS,Loyal Customers,2017,July,70000.00,20
BIHANI MANUFACTURING CO PVT LTD,About To Sleep,2017,July,70400.00,19
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,70000.00,15
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69500.00,16
SHIVAM POLYMERS,At Risk Customer,2017,July,70453.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,10
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2017,July,70043.00,5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.44
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69500.00,17
PLASTICCO,Lost Customers,2017,July,70293.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,9
SUNRISE ENTERPRISES,Loyal Customers,2017,July,70300.00,1
UMESH UDYOG,Loyal Customers,2017,July,70900.00,1
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,12.5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.26
NEELGIRI ELECTRICALS,Loyal Customers,2017,July,69700.00,19
OSWAL POLYPLAST PRIVATE LIMITED,About To Sleep,2017,July,70500.00,8
SARAS POLY PRODUCTS,Loyal Customers,2017,July,69900.00,10
SARUNDA PLASTICS,Customers Needing Attention,2017,July,70400.00,10
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,July,69800.00,10
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2017,July,69143.00,2.5
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2017,July,69143.00,2.5
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2017,July,69143.00,2.5
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2017,July,69143.00,2.5
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,17
ARKAY POLYMERS,Customers Needing Attention,2017,July,69803.00,2.3
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,12.5
BS POLYFILL PRIVATE LIMITED,At Risk Customer,2017,July,69043.00,7.5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.46
KAMAL POLYMERS,Customers Needing Attention,2017,July,69750.00,20
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,July,70170.00,2
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,10
SUPER INDUSTRIAL CORPORATION,Customers Needing Attention,2017,July,69153.00,10
SWASTIK CHEMICALS,Promising Customer,2017,July,69100.00,20
TECHNO AUTO COMPONENTS (I) PVT,Customers Needing Attention,2017,July,70770.00,1
VICTOR CORPORATION,Customers Needing Attention,2017,July,69300.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,July,69300.00,17
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2017,July,69500.00,8
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.56
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69500.00,20
RADHA RANI FOOT WEAR,Potential Loyalists,2017,July,69500.00,6
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,4
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,8
SUPER INDUSTRIAL CORPORATION,Customers Needing Attention,2017,July,69153.00,10
3 R POLYMERS PVT LTD,Loyal Customers,2017,July,69900.00,17
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,July,69500.00,7
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,July,69500.00,8
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.78
MANGLAM POLYVINYLS,Loyal Customers,2017,July,69570.00,6
SHREE RAM PLASTIC INDUSTRIES,Promising Customer,2017,July,69200.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,10
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,21
ARKAY POLYMERS,Customers Needing Attention,2017,July,69803.00,1.825
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,July,69793.00,9
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,July,70170.00,5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69300.00,15
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69300.00,3
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,July,69000.00,22
SAARP ELECTRICALS (P) LTD,Promising Customer,2017,July,69143.00,20
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,July,69353.00,10
SHIV POLY PLAST,Loyal Customers,2017,July,69593.00,5
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,July,69700.00,25
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,July,69700.00,14
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,8
VICTOR CORPORATION,Customers Needing Attention,2017,July,69300.00,16
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,17
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,20
AMBA POLY PLAST LIMITED,At Risk Customer,2017,July,69103.00,16
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,12.5
CHEMVIN INDUSTRIES,At Risk Customer,2017,July,68900.00,21
DIAMOND PLASTIC PRODUCTS,Customers Needing Attention,2017,July,68900.00,22
EVEREST CABLES & CONNECTORS PV,Customers Needing Attention,2017,July,70170.00,5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.62
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,2.62
KEI INDUSTRIES LIMITED,Loyal Customers,2017,July,72700.00,15
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,July,69500.00,15
SHIVAM POLYMERS,At Risk Customer,2017,July,70420.00,3.5
SHREE RAM PLASTIC INDUSTRIES,Promising Customer,2017,July,69200.00,19
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69800.00,12
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,10
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2017,July,69703.00,15
UMESH UDYOG,Loyal Customers,2017,July,70400.00,1
ACME PLASTICS,Loyal Customers,2017,July,70270.00,5
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,21
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,21
AMBA POLY PLAST LIMITED,At Risk Customer,2017,July,69103.00,20
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68843.00,2.5
BANSAL AGENCIES,Loyal Customers,2017,July,69500.00,19
BANSAL AGENCIES,Loyal Customers,2017,July,69000.00,20
BS POLYFILL PRIVATE LIMITED,At Risk Customer,2017,July,69043.00,7.5
CHEMVIN INDUSTRIES,At Risk Customer,2017,July,68900.00,25
DIAMOND PLASTIC PRODUCTS,Customers Needing Attention,2017,July,68900.00,20
DIAMOND PLASTIC PRODUCTS,Customers Needing Attention,2017,July,68900.00,20
EL-CHEM POLYMERS,Customers Needing Attention,2017,July,71000.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,5.12
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,July,70770.00,1
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,July,70170.00,5
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69300.00,13
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,July,69300.00,13
RAJKAMAL INDUSTRIES,Loyal Customers,2017,July,70400.00,1
RUKMINI POLYTUBES PVT. LTD.,Customers Needing Attention,2017,July,69000.00,21
SHIV POLY PLAST,Loyal Customers,2017,July,69593.00,5
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,July,69800.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,10
SWASTIK CHEMICALS,Promising Customer,2017,July,69100.00,20
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68943.00,12.5
CHEMVIN INDUSTRIES,At Risk Customer,2017,July,68900.00,17
DIAMOND PLASTIC PRODUCTS,Customers Needing Attention,2017,July,68900.00,21
EEM KAY EXTRUSION PVT. LTD.,Loyal Customers,2017,July,69550.00,14
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,70000.00,15
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,July,69780.00,9.68
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,July,72650.00,0.45
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,July,70450.00,2.15
SUNRISE ENTERPRISES,Loyal Customers,2017,July,69300.00,17
VETO POLYMERS & METALS,Lost Customers,2017,July,70400.00,10
VINYL PRODUCTS,Loyal Customers,2017,July,69800.00,14
A.B. Plasto Pvt Ltd,Loyal Customers,2017,July,68993.00,7.5
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,22
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,21
AJAY POLYMERS,Loyal Customers,2017,July,69000.00,19
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,July,68943.00,2.5
CHEMVIN INDUSTRIES,At Risk Customer,2017,July,68900.00,16
KRISHNA PRODUCTS,Customers Needing Attention,2017,July,70000.00,7
MITTAL POLYMERS PVT. LTD.,Lost Customers,2017,July,69250.00,17
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,July,69653.00,5
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,July,69600.00,15
RAJKAMAL INDUSTRIES,Loyal Customers,2017,July,70400.00,2
ROOP POLYMERS LIMITED,Loyal Customers,2017,July,70670.00,3
